"agriculture.comp1"	"agriculture.comp2"	"industry.comp1"	"industry.comp2"	"politic.comp1"	"politic.comp2"	"superblock.comp1"	"superblock.comp2"
"Ecuador"	0.809361519374358	0.297700681963118	-0.659610025332453	-0.0627768125715109	0.653671708379604	-0.219145558156011	1.1753606589266	-0.10239125722108
"Egypt"	0.378126716617827	0.26408629372362	-1.04077553151088	-0.169257261927118	0.606655456094696	0.0444024313487517	1.24588819265041	0.133362685728391
"Salvador"	0.682953990346198	0.230283237456334	-0.677833062060771	0.161462681630172	0.297713112328779	-0.0968026378331985	0.954428283603773	-0.00439444495627444
"Finland"	-0.869711912710025	0.637517544733404	0.314724634004234	0.702051478338486	-0.187906108181396	0.987666298381491	-0.711042073275094	1.46231639591335
"France"	-0.739226937241033	-0.595652682611842	0.777983004397635	0.348225868869054	0.336975577637666	1.16882255420814	-0.734674978299256	0.553504186466119
"Guatemala"	0.836487181674888	0.219589582236147	-0.912033817556841	0.0436741843356481	0.745360757805312	-0.316893024474701	1.42127039244712	-0.180764234411524
"Greece"	0.515441076424991	0.0645321034517467	-0.496904609283604	-0.0442539916588154	0.0351374563740043	0.963966552892366	0.614125122475044	0.545049317438279
"Honduras"	0.410139096198896	0.0712088000980756	-1.04500011804396	-0.130684005101912	0.745432520338842	-0.442420492851536	1.33286417125112	-0.290017103632179
"India"	-0.791551611562185	-1.04968963673039	-1.46071386072261	-0.442376831487976	-0.235293155393573	-0.461575481515224	0.621076493819928	-0.873919101351566
"Irak"	0.996965448326103	-0.603571902675627	-0.987419723876912	0.211336623282184	1.0119233979912	-0.144026243784707	1.68192280537457	-0.650683032037125
"Irland"	-0.895120362827406	0.611050556135859	0.0600575971182241	0.250473081262817	-0.723702272571995	-0.227285888916499	-0.801973772648665	0.568246069549499
"Italy"	0.603104713997168	-0.0637575405652879	0.208013018736308	-0.0591362920801186	0.18073247208168	0.920919552915501	0.201129006415139	0.364121084144595
"Japan"	-1.51073796639711	0.317738352019865	-0.368663924819926	-0.173854833150788	0.0988911520187771	0.9652551347993	-0.339973408435038	1.2156827640134
"Libia"	-0.0789096829152818	0.282129113284506	-1.37770244244198	-0.274707029429328	0.166100277999358	-0.059026159988775	1.07432372391067	0.176554115777168
"Luxemburg"	-0.516705020141505	-0.32232733905887	0.943504811468541	0.341033185231612	-1.07178924945614	-0.27000985624504	-1.46820918408101	-0.26731358258637
"TheNetherlands"	-0.611532463608252	-0.971042626626992	1.16775330542737	-0.491628667087667	-0.906254502844248	-0.250948965276412	-1.59360851948834	-0.91138939844615
"NewZealand"	0.35788878599909	-0.111480906397502	1.23569209766198	0.102919983125686	-1.07178924945614	-0.27000985624504	-1.3012417783291	-0.414025516897537
"Nicaragua"	0.303628710654465	0.331062485798347	-0.711963773985704	0.241693877728663	0.434137319601277	-0.334342743374609	0.881662958171307	0.050107863013346
"Norway"	-0.521761905875658	0.203304920353686	0.737968995683408	0.308621930190451	-0.975716791942401	-0.269367023261595	-1.26914508189675	0.121727065546049
"Panama"	0.178593840047423	0.164722812263387	-0.365179494477394	0.257139379305393	0.695246882937206	-0.150792237806372	0.699815557583523	0.0709900354900668
"Peru"	0.674199337190187	0.344202792889237	-0.962322719423568	-0.191369061546423	0.56898858943647	-0.297974670300609	1.2987068659972	-0.0979401020230061
"Philippine"	-0.62591987667168	-0.7792811467399	-0.749411906423052	0.00510829062255362	0.688234097875273	-0.494412005357519	0.628644991650918	-0.651797589222951
"Poland"	-1.92797075570874	1.01267029462727	-0.235029585012331	0.45721307329309	0.360657084360903	-0.277802805956982	-0.491275985689045	1.1778860451814
"SouthVietnam"	0.0150541037464445	-0.178747660027209	-1.04790001398108	-0.162057215177564	0.922729156406075	-0.621101901841909	1.25046914022946	-0.474609618587704
"Spain"	0.689018071349118	-0.403440494376402	-0.49110481740937	0.0184924284924889	0.287212269737976	-0.203730564505086	0.81282094887907	-0.580533101330691
"Sweden"	-0.713409415190674	-0.400115524192381	1.33957593386287	-0.0935426428190662	-1.08107106673559	-0.283536919817393	-1.85416687229092	-0.4089688568791
"Switzerland"	-1.28890467581513	-0.600403748784765	1.55339391288406	-0.252455330679897	-1.08107106673559	-0.283536919817393	-2.26630794260725	-0.455027185171342
"Taiwan"	-0.00801080464877699	-0.599973463108988	-0.868379756714942	-0.354916136191483	-0.0147470930443125	-0.158979256210072	0.635459983759191	-0.596613284452957
"UK"	0.114261033842267	-0.613234418790744	1.93065746414465	-0.86241266690942	-0.702970752162996	-0.249588767949122	-1.74025433022801	-0.964568108027496
"USA"	0.159580003579655	-0.136767338876985	1.92495256523045	0.11529552847856	-0.63458995004578	-0.267084500349364	-1.68171308061087	-0.402852318868949
"Uruguay"	0.585255029088051	-0.291240217494108	0.179932613430787	0.255107468047046	-0.871010372689035	-0.248113387203582	-0.314494590086172	-0.487634007085047
"Venezuela"	0.959740035672604	0.161447287290208	0.25880295009339	0.518439241556691	0.770491625967664	-0.361463072658518	0.616549814091839	-0.225352463982464
"WestGermany"	-0.180595556653765	0.457015452893479	1.04249602181587	-0.273565900894253	-0.342603062838846	0.762215238842278	-1.02760509503009	0.731389908167124
"Yugoslavia"	-1.82981174445549	1.03956721415385	-0.611970504657666	0.312159367112277	0.11195716251729	-0.158131461985529	-0.292557336539708	1.21658938446284
